number,kase,gender,numeralized,kase_name,gender_name
1140,0,1,одна тысяча сто сорок,nomn,femn
1140,1,0,одной тысячи ста сорока,gent,masc
1140,1,1,одной тысячи ста сорока,gent,femn
1140,2,0,одной тысяче ста сорока,datv,masc
1140,2,1,одной тысяче ста сорока,datv,femn
1140,3,0,одну тысячу сто сорок,accs,masc
1140,3,1,одну тысячу сто сорок,accs,femn
1140,4,0,одной тысячей ста сорока,ablt,masc
1140,4,1,одной тысячей ста сорока,ablt,femn
1140,5,0,одной тысяче ста сорока,loct,masc
1140,5,1,одной тысяче ста сорока,loct,femn
1141,0,0,одна тысяча сто сорок один,nomn,masc
1141,0,1,одна тысяча сто сорок одна,nomn,femn
1141,1,0,одной тысячи ста сорока одного,gent,masc
1141,1,1,одной тысячи ста сорока одной,gent,femn
1141,2,0,одной тысяче ста сорока одному,datv,masc
1141,2,1,одной тысяче ста сорока одной,datv,femn
1141,3,0,одну тысячу сто сорок один,accs,masc
1141,3,1,одну тысячу сто сорок одну,accs,femn
1141,4,0,одной тысячей ста сорока одним,ablt,masc
1141,4,1,одной тысячей ста сорока одной,ablt,femn
1141,5,0,одной тысяче ста сорока одном,loct,masc
1141,5,1,одной тысяче ста сорока одной,loct,femn
1142,0,0,одна тысяча сто сорок два,nomn,masc
1142,0,1,одна тысяча сто сорок две,nomn,femn
1142,1,0,одной тысячи ста сорока двух,gent,masc
1142,1,1,одной тысячи ста сорока двух,gent,femn
1142,2,0,одной тысяче ста сорока двум,datv,masc
1142,2,1,одной тысяче ста сорока двум,datv,femn
1142,3,0,одну тысячу сто сорок два,accs,masc
1142,3,1,одну тысячу сто сорок две,accs,femn
1142,4,0,одной тысячей ста сорока двумя,ablt,masc
1142,4,1,одной тысячей ста сорока двумя,ablt,femn
1142,5,0,одной тысяче ста сорока двух,loct,masc
1142,5,1,одной тысяче ста сорока двух,loct,femn
1143,0,0,одна тысяча сто сорок три,nomn,masc
1143,0,1,одна тысяча сто сорок три,nomn,femn
1143,1,0,одной тысячи ста сорока трёх,gent,masc
1143,1,1,одной тысячи ста сорока трёх,gent,femn
1143,2,0,одной тысяче ста сорока трём,datv,masc
1143,2,1,одной тысяче ста сорока трём,datv,femn
1143,3,0,одну тысячу сто сорок три,accs,masc
1143,3,1,одну тысячу сто сорок три,accs,femn
1143,4,0,одной тысячей ста сорока тремя,ablt,masc
1143,4,1,одной тысячей ста сорока тремя,ablt,femn
1143,5,0,одной тысяче ста сорока трёх,loct,masc
1143,5,1,одной тысяче ста сорока трёх,loct,femn
1144,0,0,одна тысяча сто сорок четыре,nomn,masc
1144,0,1,одна тысяча сто сорок четыре,nomn,femn
1144,1,0,одной тысячи ста сорока четырёх,gent,masc
1144,1,1,одной тысячи ста сорока четырёх,gent,femn
1144,2,0,одной тысяче ста сорока четырём,datv,masc
1144,2,1,одной тысяче ста сорока четырём,datv,femn
1144,3,0,одну тысячу сто сорок четыре,accs,masc
1144,3,1,одну тысячу сто сорок четыре,accs,femn
1144,4,0,одной тысячей ста сорока четырьмя,ablt,masc
1144,4,1,одной тысячей ста сорока четырьмя,ablt,femn
1144,5,0,одной тысяче ста сорока четырёх,loct,masc
1144,5,1,одной тысяче ста сорока четырёх,loct,femn
1145,0,0,одна тысяча сто сорок пять,nomn,masc
1145,0,1,одна тысяча сто сорок пять,nomn,femn
1145,1,0,одной тысячи ста сорока пяти,gent,masc
1145,1,1,одной тысячи ста сорока пяти,gent,femn
1145,2,0,одной тысяче ста сорока пяти,datv,masc
1145,2,1,одной тысяче ста сорока пяти,datv,femn
1145,3,0,одну тысячу сто сорок пять,accs,masc
1145,3,1,одну тысячу сто сорок пять,accs,femn
1145,4,0,одной тысячей ста сорока пятью,ablt,masc
1145,4,1,одной тысячей ста сорока пятью,ablt,femn
1145,5,0,одной тысяче ста сорока пяти,loct,masc
1145,5,1,одной тысяче ста сорока пяти,loct,femn
1146,0,0,одна тысяча сто сорок шесть,nomn,masc
1146,0,1,одна тысяча сто сорок шесть,nomn,femn
1146,1,0,одной тысячи ста сорока шести,gent,masc
1146,1,1,одной тысячи ста сорока шести,gent,femn
1146,2,0,одной тысяче ста сорока шести,datv,masc
1146,2,1,одной тысяче ста сорока шести,datv,femn
1146,3,0,одну тысячу сто сорок шесть,accs,masc
1146,3,1,одну тысячу сто сорок шесть,accs,femn
1146,4,0,одной тысячей ста сорока шестью,ablt,masc
1146,4,1,одной тысячей ста сорока шестью,ablt,femn
1146,5,0,одной тысяче ста сорока шести,loct,masc
1146,5,1,одной тысяче ста сорока шести,loct,femn
1147,0,0,одна тысяча сто сорок семь,nomn,masc
1147,0,1,одна тысяча сто сорок семь,nomn,femn
1147,1,0,одной тысячи ста сорока семи,gent,masc
1147,1,1,одной тысячи ста сорока семи,gent,femn
1147,2,0,одной тысяче ста сорока семи,datv,masc
1147,2,1,одной тысяче ста сорока семи,datv,femn
1147,3,0,одну тысячу сто сорок семь,accs,masc
1147,3,1,одну тысячу сто сорок семь,accs,femn
1147,4,0,одной тысячей ста сорока семью,ablt,masc
1147,4,1,одной тысячей ста сорока семью,ablt,femn
1147,5,0,одной тысяче ста сорока семи,loct,masc
1147,5,1,одной тысяче ста сорока семи,loct,femn
1148,0,0,одна тысяча сто сорок восемь,nomn,masc
1148,0,1,одна тысяча сто сорок восемь,nomn,femn
1148,1,0,одной тысячи ста сорока восьми,gent,masc
1148,1,1,одной тысячи ста сорока восьми,gent,femn
1148,2,0,одной тысяче ста сорока восьми,datv,masc
1148,2,1,одной тысяче ста сорока восьми,datv,femn
1148,3,0,одну тысячу сто сорок восемь,accs,masc
1148,3,1,одну тысячу сто сорок восемь,accs,femn
1148,4,0,одной тысячей ста сорока восемью,ablt,masc
1148,4,1,одной тысячей ста сорока восемью,ablt,femn
1148,5,0,одной тысяче ста сорока восьми,loct,masc
1148,5,1,одной тысяче ста сорока восьми,loct,femn
1149,0,0,одна тысяча сто сорок девять,nomn,masc
1149,0,1,одна тысяча сто сорок девять,nomn,femn
1149,1,0,одной тысячи ста сорока девяти,gent,masc
1149,1,1,одной тысячи ста сорока девяти,gent,femn
1149,2,0,одной тысяче ста сорока девяти,datv,masc
1149,2,1,одной тысяче ста сорока девяти,datv,femn
1149,3,0,одну тысячу сто сорок девять,accs,masc
1149,3,1,одну тысячу сто сорок девять,accs,femn
1149,4,0,одной тысячей ста сорока девятью,ablt,masc
1149,4,1,одной тысячей ста сорока девятью,ablt,femn
1149,5,0,одной тысяче ста сорока девяти,loct,masc
1149,5,1,одной тысяче ста сорока девяти,loct,femn
1150,0,0,одна тысяча сто пятьдесят,nomn,masc
1150,0,1,одна тысяча сто пятьдесят,nomn,femn
1150,1,0,одной тысячи ста пятидесяти,gent,masc
1150,1,1,одной тысячи ста пятидесяти,gent,femn
1150,2,0,одной тысяче ста пятидесяти,datv,masc
1150,2,1,одной тысяче ста пятидесяти,datv,femn
1150,3,0,одну тысячу сто пятьдесят,accs,masc
1150,3,1,одну тысячу сто пятьдесят,accs,femn
1150,4,0,одной тысячей ста пятьюдесятью,ablt,masc
1150,4,1,одной тысячей ста пятьюдесятью,ablt,femn
1150,5,0,одной тысяче ста пятидесяти,loct,masc
1150,5,1,одной тысяче ста пятидесяти,loct,femn
1151,0,0,одна тысяча сто пятьдесят один,nomn,masc
1151,0,1,одна тысяча сто пятьдесят одна,nomn,femn
1151,1,0,одной тысячи ста пятидесяти одного,gent,masc
1151,1,1,одной тысячи ста пятидесяти одной,gent,femn
1151,2,0,одной тысяче ста пятидесяти одному,datv,masc
1151,2,1,одной тысяче ста пятидесяти одной,datv,femn
1151,3,0,одну тысячу сто пятьдесят один,accs,masc
1151,3,1,одну тысячу сто пятьдесят одну,accs,femn
1151,4,0,одной тысячей ста пятьюдесятью одним,ablt,masc
1151,4,1,одной тысячей ста пятьюдесятью одной,ablt,femn
1151,5,0,одной тысяче ста пятидесяти одном,loct,masc
1151,5,1,одной тысяче ста пятидесяти одной,loct,femn
1152,0,0,одна тысяча сто пятьдесят два,nomn,masc
1152,0,1,одна тысяча сто пятьдесят две,nomn,femn
1152,1,0,одной тысячи ста пятидесяти двух,gent,masc
1152,1,1,одной тысячи ста пятидесяти двух,gent,femn
1152,2,0,одной тысяче ста пятидесяти двум,datv,masc
1152,2,1,одной тысяче ста пятидесяти двум,datv,femn
1152,3,0,одну тысячу сто пятьдесят два,accs,masc
1152,3,1,одну тысячу сто пятьдесят две,accs,femn
1152,4,0,одной тысячей ста пятьюдесятью двумя,ablt,masc
1152,4,1,одной тысячей ста пятьюдесятью двумя,ablt,femn
1152,5,0,одной тысяче ста пятидесяти двух,loct,masc
1152,5,1,одной тысяче ста пятидесяти двух,loct,femn
1153,0,0,одна тысяча сто пятьдесят три,nomn,masc
1153,0,1,одна тысяча сто пятьдесят три,nomn,femn
1153,1,0,одной тысячи ста пятидесяти трёх,gent,masc
1153,1,1,одной тысячи ста пятидесяти трёх,gent,femn
1153,2,0,одной тысяче ста пятидесяти трём,datv,masc
1153,2,1,одной тысяче ста пятидесяти трём,datv,femn
1153,3,0,одну тысячу сто пятьдесят три,accs,masc
1153,3,1,одну тысячу сто пятьдесят три,accs,femn
1153,4,0,одной тысячей ста пятьюдесятью тремя,ablt,masc
1153,4,1,одной тысячей ста пятьюдесятью тремя,ablt,femn
1153,5,0,одной тысяче ста пятидесяти трёх,loct,masc
1153,5,1,одной тысяче ста пятидесяти трёх,loct,femn
1154,0,0,одна тысяча сто пятьдесят четыре,nomn,masc
1154,0,1,одна тысяча сто пятьдесят четыре,nomn,femn
1154,1,0,одной тысячи ста пятидесяти четырёх,gent,masc
1154,1,1,одной тысячи ста пятидесяти четырёх,gent,femn
1154,2,0,одной тысяче ста пятидесяти четырём,datv,masc
1154,2,1,одной тысяче ста пятидесяти четырём,datv,femn
1154,3,0,одну тысячу сто пятьдесят четыре,accs,masc
1154,3,1,одну тысячу сто пятьдесят четыре,accs,femn
1154,4,0,одной тысячей ста пятьюдесятью четырьмя,ablt,masc
1154,4,1,одной тысячей ста пятьюдесятью четырьмя,ablt,femn
1154,5,0,одной тысяче ста пятидесяти четырёх,loct,masc
1154,5,1,одной тысяче ста пятидесяти четырёх,loct,femn
1155,0,0,одна тысяча сто пятьдесят пять,nomn,masc
1155,0,1,одна тысяча сто пятьдесят пять,nomn,femn
1155,1,0,одной тысячи ста пятидесяти пяти,gent,masc
1155,1,1,одной тысячи ста пятидесяти пяти,gent,femn
1155,2,0,одной тысяче ста пятидесяти пяти,datv,masc
1155,2,1,одной тысяче ста пятидесяти пяти,datv,femn
1155,3,0,одну тысячу сто пятьдесят пять,accs,masc
1155,3,1,одну тысячу сто пятьдесят пять,accs,femn
1155,4,0,одной тысячей ста пятьюдесятью пятью,ablt,masc
1155,4,1,одной тысячей ста пятьюдесятью пятью,ablt,femn
1155,5,0,одной тысяче ста пятидесяти пяти,loct,masc
1155,5,1,одной тысяче ста пятидесяти пяти,loct,femn
1156,0,0,одна тысяча сто пятьдесят шесть,nomn,masc
1156,0,1,одна тысяча сто пятьдесят шесть,nomn,femn
1156,1,0,одной тысячи ста пятидесяти шести,gent,masc
1156,1,1,одной тысячи ста пятидесяти шести,gent,femn
1156,2,0,одной тысяче ста пятидесяти шести,datv,masc
1156,2,1,одной тысяче ста пятидесяти шести,datv,femn
1156,3,0,одну тысячу сто пятьдесят шесть,accs,masc
1156,3,1,одну тысячу сто пятьдесят шесть,accs,femn
1156,4,0,одной тысячей ста пятьюдесятью шестью,ablt,masc
1156,4,1,одной тысячей ста пятьюдесятью шестью,ablt,femn
1156,5,0,одной тысяче ста пятидесяти шести,loct,masc
1156,5,1,одной тысяче ста пятидесяти шести,loct,femn
1157,0,0,одна тысяча сто пятьдесят семь,nomn,masc
1157,0,1,одна тысяча сто пятьдесят семь,nomn,femn
1157,1,0,одной тысячи ста пятидесяти семи,gent,masc
1157,1,1,одной тысячи ста пятидесяти семи,gent,femn
1157,2,0,одной тысяче ста пятидесяти семи,datv,masc
1157,2,1,одной тысяче ста пятидесяти семи,datv,femn
1157,3,0,одну тысячу сто пятьдесят семь,accs,masc
1157,3,1,одну тысячу сто пятьдесят семь,accs,femn
1157,4,0,одной тысячей ста пятьюдесятью семью,ablt,masc
1157,4,1,одной тысячей ста пятьюдесятью семью,ablt,femn
1157,5,0,одной тысяче ста пятидесяти семи,loct,masc
1157,5,1,одной тысяче ста пятидесяти семи,loct,femn
1158,0,0,одна тысяча сто пятьдесят восемь,nomn,masc
1158,0,1,одна тысяча сто пятьдесят восемь,nomn,femn
1158,1,0,одной тысячи ста пятидесяти восьми,gent,masc
1158,1,1,одной тысячи ста пятидесяти восьми,gent,femn
1158,2,0,одной тысяче ста пятидесяти восьми,datv,masc
1158,2,1,одной тысяче ста пятидесяти восьми,datv,femn
1158,3,0,одну тысячу сто пятьдесят восемь,accs,masc
1158,3,1,одну тысячу сто пятьдесят восемь,accs,femn
1158,4,0,одной тысячей ста пятьюдесятью восемью,ablt,masc
1158,4,1,одной тысячей ста пятьюдесятью восемью,ablt,femn
1158,5,0,одной тысяче ста пятидесяти восьми,loct,masc
1158,5,1,одной тысяче ста пятидесяти восьми,loct,femn
1159,0,0,одна тысяча сто пятьдесят девять,nomn,masc
1159,0,1,одна тысяча сто пятьдесят девять,nomn,femn
1159,1,0,одной тысячи ста пятидесяти девяти,gent,masc
1159,1,1,одной тысячи ста пятидесяти девяти,gent,femn
1159,2,0,одной тысяче ста пятидесяти девяти,datv,masc
1159,2,1,одной тысяче ста пятидесяти девяти,datv,femn
1159,3,0,одну тысячу сто пятьдесят девять,accs,masc
1159,3,1,одну тысячу сто пятьдесят девять,accs,femn
1159,4,0,одной тысячей ста пятьюдесятью девятью,ablt,masc
1159,4,1,одной тысячей ста пятьюдесятью девятью,ablt,femn
1159,5,0,одной тысяче ста пятидесяти девяти,loct,masc
1159,5,1,одной тысяче ста пятидесяти девяти,loct,femn
1160,0,0,одна тысяча сто шестьдесят,nomn,masc
1160,0,1,одна тысяча сто шестьдесят,nomn,femn
1160,1,0,одной тысячи ста шестидесяти,gent,masc
1160,1,1,одной тысячи ста шестидесяти,gent,femn
1160,2,0,одной тысяче ста шестидесяти,datv,masc
1160,2,1,одной тысяче ста шестидесяти,datv,femn
1160,3,0,одну тысячу сто шестьдесят,accs,masc
1160,3,1,одну тысячу сто шестьдесят,accs,femn
1160,4,0,одной тысячей ста шестьюдесятью,ablt,masc
1160,4,1,одной тысячей ста шестьюдесятью,ablt,femn
1160,5,0,одной тысяче ста шестидесяти,loct,masc
1160,5,1,одной тысяче ста шестидесяти,loct,femn
1161,0,0,одна тысяча сто шестьдесят один,nomn,masc
1161,0,1,одна тысяча сто шестьдесят одна,nomn,femn
1161,1,0,одной тысячи ста шестидесяти одного,gent,masc
1161,1,1,одной тысячи ста шестидесяти одной,gent,femn
1161,2,0,одной тысяче ста шестидесяти одному,datv,masc
1161,2,1,одной тысяче ста шестидесяти одной,datv,femn
1161,3,0,одну тысячу сто шестьдесят один,accs,masc
1161,3,1,одну тысячу сто шестьдесят одну,accs,femn
1161,4,0,одной тысячей ста шестьюдесятью одним,ablt,masc
1161,4,1,одной тысячей ста шестьюдесятью одной,ablt,femn
1161,5,0,одной тысяче ста шестидесяти одном,loct,masc
1161,5,1,одной тысяче ста шестидесяти одной,loct,femn
1162,0,0,одна тысяча сто шестьдесят два,nomn,masc
1162,0,1,одна тысяча сто шестьдесят две,nomn,femn
1162,1,0,одной тысячи ста шестидесяти двух,gent,masc
1162,1,1,одной тысячи ста шестидесяти двух,gent,femn
1162,2,0,одной тысяче ста шестидесяти двум,datv,masc
1162,2,1,одной тысяче ста шестидесяти двум,datv,femn
1162,3,0,одну тысячу сто шестьдесят два,accs,masc
1162,3,1,одну тысячу сто шестьдесят две,accs,femn
1162,4,0,одной тысячей ста шестьюдесятью двумя,ablt,masc
1162,4,1,одной тысячей ста шестьюдесятью двумя,ablt,femn
1162,5,0,одной тысяче ста шестидесяти двух,loct,masc
1162,5,1,одной тысяче ста шестидесяти двух,loct,femn
1163,0,0,одна тысяча сто шестьдесят три,nomn,masc
1163,0,1,одна тысяча сто шестьдесят три,nomn,femn
1163,1,0,одной тысячи ста шестидесяти трёх,gent,masc
1163,1,1,одной тысячи ста шестидесяти трёх,gent,femn
1163,2,0,одной тысяче ста шестидесяти трём,datv,masc
1163,2,1,одной тысяче ста шестидесяти трём,datv,femn
1163,3,0,одну тысячу сто шестьдесят три,accs,masc
1163,3,1,одну тысячу сто шестьдесят три,accs,femn
1163,4,0,одной тысячей ста шестьюдесятью тремя,ablt,masc
1163,4,1,одной тысячей ста шестьюдесятью тремя,ablt,femn
1163,5,0,одной тысяче ста шестидесяти трёх,loct,masc
1163,5,1,одной тысяче ста шестидесяти трёх,loct,femn
1164,0,0,одна тысяча сто шестьдесят четыре,nomn,masc
1164,0,1,одна тысяча сто шестьдесят четыре,nomn,femn
1164,1,0,одной тысячи ста шестидесяти четырёх,gent,masc
1164,1,1,одной тысячи ста шестидесяти четырёх,gent,femn
1164,2,0,одной тысяче ста шестидесяти четырём,datv,masc
1164,2,1,одной тысяче ста шестидесяти четырём,datv,femn
1164,3,0,одну тысячу сто шестьдесят четыре,accs,masc
1164,3,1,одну тысячу сто шестьдесят четыре,accs,femn
1164,4,0,одной тысячей ста шестьюдесятью четырьмя,ablt,masc
1164,4,1,одной тысячей ста шестьюдесятью четырьмя,ablt,femn
1164,5,0,одной тысяче ста шестидесяти четырёх,loct,masc
1164,5,1,одной тысяче ста шестидесяти четырёх,loct,femn
1165,0,0,одна тысяча сто шестьдесят пять,nomn,masc
1165,0,1,одна тысяча сто шестьдесят пять,nomn,femn
1165,1,0,одной тысячи ста шестидесяти пяти,gent,masc
1165,1,1,одной тысячи ста шестидесяти пяти,gent,femn
1165,2,0,одной тысяче ста шестидесяти пяти,datv,masc
1165,2,1,одной тысяче ста шестидесяти пяти,datv,femn
1165,3,0,одну тысячу сто шестьдесят пять,accs,masc
1165,3,1,одну тысячу сто шестьдесят пять,accs,femn
1165,4,0,одной тысячей ста шестьюдесятью пятью,ablt,masc
1165,4,1,одной тысячей ста шестьюдесятью пятью,ablt,femn
1165,5,0,одной тысяче ста шестидесяти пяти,loct,masc
1165,5,1,одной тысяче ста шестидесяти пяти,loct,femn
1166,0,0,одна тысяча сто шестьдесят шесть,nomn,masc
1166,0,1,одна тысяча сто шестьдесят шесть,nomn,femn
1166,1,0,одной тысячи ста шестидесяти шести,gent,masc
1166,1,1,одной тысячи ста шестидесяти шести,gent,femn
1166,2,0,одной тысяче ста шестидесяти шести,datv,masc
1166,2,1,одной тысяче ста шестидесяти шести,datv,femn
1166,3,0,одну тысячу сто шестьдесят шесть,accs,masc
1166,3,1,одну тысячу сто шестьдесят шесть,accs,femn
1166,4,0,одной тысячей ста шестьюдесятью шестью,ablt,masc
1166,4,1,одной тысячей ста шестьюдесятью шестью,ablt,femn
1166,5,0,одной тысяче ста шестидесяти шести,loct,masc
1166,5,1,одной тысяче ста шестидесяти шести,loct,femn
1167,0,0,одна тысяча сто шестьдесят семь,nomn,masc
1167,0,1,одна тысяча сто шестьдесят семь,nomn,femn
1167,1,0,одной тысячи ста шестидесяти семи,gent,masc
1167,1,1,одной тысячи ста шестидесяти семи,gent,femn
1167,2,0,одной тысяче ста шестидесяти семи,datv,masc
1167,2,1,одной тысяче ста шестидесяти семи,datv,femn
1167,3,0,одну тысячу сто шестьдесят семь,accs,masc
1167,3,1,одну тысячу сто шестьдесят семь,accs,femn
1167,4,0,одной тысячей ста шестьюдесятью семью,ablt,masc
1167,4,1,одной тысячей ста шестьюдесятью семью,ablt,femn
1167,5,0,одной тысяче ста шестидесяти семи,loct,masc
1167,5,1,одной тысяче ста шестидесяти семи,loct,femn
1168,0,0,одна тысяча сто шестьдесят восемь,nomn,masc
1168,0,1,одна тысяча сто шестьдесят восемь,nomn,femn
1168,1,0,одной тысячи ста шестидесяти восьми,gent,masc
1168,1,1,одной тысячи ста шестидесяти восьми,gent,femn
1168,2,0,одной тысяче ста шестидесяти восьми,datv,masc
1168,2,1,одной тысяче ста шестидесяти восьми,datv,femn
1168,3,0,одну тысячу сто шестьдесят восемь,accs,masc
1168,3,1,одну тысячу сто шестьдесят восемь,accs,femn
1168,4,0,одной тысячей ста шестьюдесятью восемью,ablt,masc
1168,4,1,одной тысячей ста шестьюдесятью восемью,ablt,femn
1168,5,0,одной тысяче ста шестидесяти восьми,loct,masc
1168,5,1,одной тысяче ста шестидесяти восьми,loct,femn
1169,0,0,одна тысяча сто шестьдесят девять,nomn,masc
1169,0,1,одна тысяча сто шестьдесят девять,nomn,femn
1169,1,0,одной тысячи ста шестидесяти девяти,gent,masc
1169,1,1,одной тысячи ста шестидесяти девяти,gent,femn
1169,2,0,одной тысяче ста шестидесяти девяти,datv,masc
1169,2,1,одной тысяче ста шестидесяти девяти,datv,femn
1169,3,0,одну тысячу сто шестьдесят девять,accs,masc
1169,3,1,одну тысячу сто шестьдесят девять,accs,femn
1169,4,0,одной тысячей ста шестьюдесятью девятью,ablt,masc
1169,4,1,одной тысячей ста шестьюдесятью девятью,ablt,femn
1169,5,0,одной тысяче ста шестидесяти девяти,loct,masc
1169,5,1,одной тысяче ста шестидесяти девяти,loct,femn
1170,0,0,одна тысяча сто семьдесят,nomn,masc
1170,0,1,одна тысяча сто семьдесят,nomn,femn
1170,1,0,одной тысячи ста семидесяти,gent,masc
1170,1,1,одной тысячи ста семидесяти,gent,femn
1170,2,0,одной тысяче ста семидесяти,datv,masc
1170,2,1,одной тысяче ста семидесяти,datv,femn
1170,3,0,одну тысячу сто семьдесят,accs,masc
1170,3,1,одну тысячу сто семьдесят,accs,femn
1170,4,0,одной тысячей ста семьюдесятью,ablt,masc
1170,4,1,одной тысячей ста семьюдесятью,ablt,femn
1170,5,0,одной тысяче ста семидесяти,loct,masc
1170,5,1,одной тысяче ста семидесяти,loct,femn
1171,0,0,одна тысяча сто семьдесят один,nomn,masc
1171,0,1,одна тысяча сто семьдесят одна,nomn,femn
1171,1,0,одной тысячи ста семидесяти одного,gent,masc
1171,1,1,одной тысячи ста семидесяти одной,gent,femn
1171,2,0,одной тысяче ста семидесяти одному,datv,masc
1171,2,1,одной тысяче ста семидесяти одной,datv,femn
1171,3,0,одну тысячу сто семьдесят один,accs,masc
1171,3,1,одну тысячу сто семьдесят одну,accs,femn
1171,4,0,одной тысячей ста семьюдесятью одним,ablt,masc
1171,4,1,одной тысячей ста семьюдесятью одной,ablt,femn
1171,5,0,одной тысяче ста семидесяти одном,loct,masc
1171,5,1,одной тысяче ста семидесяти одной,loct,femn
1172,0,0,одна тысяча сто семьдесят два,nomn,masc
1172,0,1,одна тысяча сто семьдесят две,nomn,femn
1172,1,0,одной тысячи ста семидесяти двух,gent,masc
1172,1,1,одной тысячи ста семидесяти двух,gent,femn
1172,2,0,одной тысяче ста семидесяти двум,datv,masc
1172,2,1,одной тысяче ста семидесяти двум,datv,femn
1172,3,0,одну тысячу сто семьдесят два,accs,masc
1172,3,1,одну тысячу сто семьдесят две,accs,femn
1172,4,0,одной тысячей ста семьюдесятью двумя,ablt,masc
1172,4,1,одной тысячей ста семьюдесятью двумя,ablt,femn
1172,5,0,одной тысяче ста семидесяти двух,loct,masc
1172,5,1,одной тысяче ста семидесяти двух,loct,femn
1173,0,0,одна тысяча сто семьдесят три,nomn,masc
1173,0,1,одна тысяча сто семьдесят три,nomn,femn
1173,1,0,одной тысячи ста семидесяти трёх,gent,masc
1173,1,1,одной тысячи ста семидесяти трёх,gent,femn
1173,2,0,одной тысяче ста семидесяти трём,datv,masc
1173,2,1,одной тысяче ста семидесяти трём,datv,femn
1173,3,0,одну тысячу сто семьдесят три,accs,masc
1173,3,1,одну тысячу сто семьдесят три,accs,femn
1173,4,0,одной тысячей ста семьюдесятью тремя,ablt,masc
1173,4,1,одной тысячей ста семьюдесятью тремя,ablt,femn
1173,5,0,одной тысяче ста семидесяти трёх,loct,masc
1173,5,1,одной тысяче ста семидесяти трёх,loct,femn
1174,0,0,одна тысяча сто семьдесят четыре,nomn,masc
1174,0,1,одна тысяча сто семьдесят четыре,nomn,femn
1174,1,0,одной тысячи ста семидесяти четырёх,gent,masc
1174,1,1,одной тысячи ста семидесяти четырёх,gent,femn
1174,2,0,одной тысяче ста семидесяти четырём,datv,masc
1174,2,1,одной тысяче ста семидесяти четырём,datv,femn
1174,3,0,одну тысячу сто семьдесят четыре,accs,masc
1174,3,1,одну тысячу сто семьдесят четыре,accs,femn
1174,4,0,одной тысячей ста семьюдесятью четырьмя,ablt,masc
1174,4,1,одной тысячей ста семьюдесятью четырьмя,ablt,femn
1174,5,0,одной тысяче ста семидесяти четырёх,loct,masc
1174,5,1,одной тысяче ста семидесяти четырёх,loct,femn
1175,0,0,одна тысяча сто семьдесят пять,nomn,masc
1175,0,1,одна тысяча сто семьдесят пять,nomn,femn
1175,1,0,одной тысячи ста семидесяти пяти,gent,masc
1175,1,1,одной тысячи ста семидесяти пяти,gent,femn
1175,2,0,одной тысяче ста семидесяти пяти,datv,masc
1175,2,1,одной тысяче ста семидесяти пяти,datv,femn
1175,3,0,одну тысячу сто семьдесят пять,accs,masc
1175,3,1,одну тысячу сто семьдесят пять,accs,femn
1175,4,0,одной тысячей ста семьюдесятью пятью,ablt,masc
1175,4,1,одной тысячей ста семьюдесятью пятью,ablt,femn
1175,5,0,одной тысяче ста семидесяти пяти,loct,masc
1175,5,1,одной тысяче ста семидесяти пяти,loct,femn
1176,0,0,одна тысяча сто семьдесят шесть,nomn,masc
1176,0,1,одна тысяча сто семьдесят шесть,nomn,femn
1176,1,0,одной тысячи ста семидесяти шести,gent,masc
1176,1,1,одной тысячи ста семидесяти шести,gent,femn
1176,2,0,одной тысяче ста семидесяти шести,datv,masc
1176,2,1,одной тысяче ста семидесяти шести,datv,femn
1176,3,0,одну тысячу сто семьдесят шесть,accs,masc
1176,3,1,одну тысячу сто семьдесят шесть,accs,femn
1176,4,0,одной тысячей ста семьюдесятью шестью,ablt,masc
1176,4,1,одной тысячей ста семьюдесятью шестью,ablt,femn
1176,5,0,одной тысяче ста семидесяти шести,loct,masc
1176,5,1,одной тысяче ста семидесяти шести,loct,femn
1177,0,0,одна тысяча сто семьдесят семь,nomn,masc
1177,0,1,одна тысяча сто семьдесят семь,nomn,femn
1177,1,0,одной тысячи ста семидесяти семи,gent,masc
1177,1,1,одной тысячи ста семидесяти семи,gent,femn
1177,2,0,одной тысяче ста семидесяти семи,datv,masc
1177,2,1,одной тысяче ста семидесяти семи,datv,femn
1177,3,0,одну тысячу сто семьдесят семь,accs,masc
1177,3,1,одну тысячу сто семьдесят семь,accs,femn
1177,4,0,одной тысячей ста семьюдесятью семью,ablt,masc
1177,4,1,одной тысячей ста семьюдесятью семью,ablt,femn
1177,5,0,одной тысяче ста семидесяти семи,loct,masc
1177,5,1,одной тысяче ста семидесяти семи,loct,femn
1178,0,0,одна тысяча сто семьдесят восемь,nomn,masc
1178,0,1,одна тысяча сто семьдесят восемь,nomn,femn
1178,1,0,одной тысячи ста семидесяти восьми,gent,masc
1178,1,1,одной тысячи ста семидесяти восьми,gent,femn
1178,2,0,одной тысяче ста семидесяти восьми,datv,masc
1178,2,1,одной тысяче ста семидесяти восьми,datv,femn
1178,3,0,одну тысячу сто семьдесят восемь,accs,masc
1178,3,1,одну тысячу сто семьдесят восемь,accs,femn
1178,4,0,одной тысячей ста семьюдесятью восемью,ablt,masc
1178,4,1,одной тысячей ста семьюдесятью восемью,ablt,femn
1178,5,0,одной тысяче ста семидесяти восьми,loct,masc
1178,5,1,одной тысяче ста семидесяти восьми,loct,femn
1179,0,0,одна тысяча сто семьдесят девять,nomn,masc
